bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-05,Empresa 7908,5.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 7445,51.71,202103,2023-05,2021-03,já cadastrado,True,False
2023-05,Empresa 7909,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7910,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 4683,5.0,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 2520,100.0,202112,2023-05,2021-12,já cadastrado,True,False
2023-05,Empresa 7911,5.0,202007,2023-05,2020-07,já cadastrado,True,False
2023-05,Empresa 7912,5.0,202207,2023-05,2022-07,já cadastrado,True,False
2023-05,Empresa 7913,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7914,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7915,5.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 7916,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7917,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7918,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1117,92.4,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 7919,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7392,5.0,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 4569,5.0,202201,2023-05,2022-01,já cadastrado,True,False
2023-05,Empresa 7920,5.0,202103,2023-05,2021-03,já cadastrado,True,False
2023-05,Empresa 7921,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7922,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7923,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7924,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7925,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7926,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7927,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7928,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7929,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7930,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1104,5.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 7931,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7932,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7934,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7935,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7937,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7938,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7941,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7325,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 7943,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7944,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7948,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7949,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 7951,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3996,5.0,202010,2023-05,2020-10,já cadastrado,True,False
2023-05,Empresa 1631,100.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 4769,100.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 7953,5.0,202111,2023-05,2021-11,já cadastrado,True,False
2023-05,Empresa 7954,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7955,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3175,100.0,202202,2023-05,2022-02,já cadastrado,True,False
2023-05,Empresa 7956,5.0,201905,2023-05,2019-05,já cadastrado,True,False
2023-05,Empresa 6036,45.54,202304,2023-05,2023-04,já cadastrado,True,False
2023-05,Empresa 7957,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6270,5.0,202208,2023-05,2022-08,já cadastrado,True,False
2023-05,Empresa 3157,5.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 7958,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1895,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 7959,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7960,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7961,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7962,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5463,96.22,202102,2023-05,2021-02,já cadastrado,True,False
2023-05,Empresa 7963,5.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 7964,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7965,5.0,202303,2023-05,2023-03,já cadastrado,True,False
2023-05,Empresa 7966,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7967,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1216,100.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 613,100.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 7968,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7969,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2375,26.95,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 7970,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7971,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7972,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7973,5.0,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 7974,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 7975,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7051,100.0,202003,2023-05,2020-03,já cadastrado,True,False
2023-05,Empresa 1940,75.47,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 7976,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7977,5.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 7978,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7516,100.0,202201,2023-05,2022-01,já cadastrado,True,False
2023-05,Empresa 2511,100.0,202106,2023-05,2021-06,já cadastrado,True,False
2023-05,Empresa 7979,5.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 7980,5.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 7981,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7982,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6886,100.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 7983,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6600,100.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 7984,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3223,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 584,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 7985,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7986,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7987,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7988,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7989,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7990,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7991,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7992,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7993,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7994,5.0,202007,2023-05,2020-07,já cadastrado,True,False
2023-05,Empresa 7995,5.0,201909,2023-05,2019-09,já cadastrado,True,False
2023-05,Empresa 7996,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7998,5.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 466,5.0,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 4969,100.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 7999,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5132,5.0,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 8003,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8004,5.0,202003,2023-05,2020-03,já cadastrado,True,False
2023-05,Empresa 8005,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8006,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8007,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8008,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6908,5.0,202001,2023-05,2020-01,já cadastrado,True,False
2023-05,Empresa 8009,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8010,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8011,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8012,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8013,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5304,46.21,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 3213,99.65,201911,2023-05,2019-11,já cadastrado,True,False
2023-05,Empresa 6034,5.0,202303,2023-05,2023-03,já cadastrado,True,False
2023-05,Empresa 2047,100.0,202003,2023-05,2020-03,já cadastrado,True,False
2023-05,Empresa 8014,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8015,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8016,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8017,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1906,5.0,202302,2023-05,2023-02,já cadastrado,True,False
2023-05,Empresa 2859,100.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 8018,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7438,75.5,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 2467,100.0,202106,2023-05,2021-06,já cadastrado,True,False
2023-05,Empresa 8019,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5237,55.1,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 6883,100.0,201909,2023-05,2019-09,já cadastrado,True,False
2023-05,Empresa 8020,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3295,100.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 8021,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6790,100.0,202009,2023-05,2020-09,já cadastrado,True,False
2023-05,Empresa 8022,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8023,5.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 8024,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1195,20.72,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 873,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 8025,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8026,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 4558,100.0,202111,2023-05,2021-11,já cadastrado,True,False
2023-05,Empresa 4441,24.78,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 1107,5.0,202304,2023-05,2023-04,já cadastrado,True,False
2023-05,Empresa 8027,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 974,100.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 8028,5.0,202102,2023-05,2021-02,já cadastrado,True,False
2023-05,Empresa 8029,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1419,23.842000000000002,202010,2023-05,2020-10,já cadastrado,True,False
2023-05,Empresa 8030,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8031,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8032,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8033,5.0,202007,2023-05,2020-07,já cadastrado,True,False
2023-05,Empresa 6505,100.0,202108,2023-05,2021-08,já cadastrado,True,False
2023-05,Empresa 5590,5.0,202303,2023-05,2023-03,já cadastrado,True,False
2023-05,Empresa 4590,100.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 8034,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 4555,100.0,202111,2023-05,2021-11,já cadastrado,True,False
2023-05,Empresa 8035,5.0,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 8036,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8037,5.0,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 8038,5.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 6602,100.0,202004,2023-05,2020-04,já cadastrado,True,False
2023-05,Empresa 8039,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8040,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8041,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8042,5.0,202101,2023-05,2021-01,já cadastrado,True,False
2023-05,Empresa 8043,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6888,100.0,201910,2023-05,2019-10,já cadastrado,True,False
2023-05,Empresa 127,100.0,202210,2023-05,2022-10,já cadastrado,True,False
2023-05,Empresa 8048,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3605,58.15,202101,2023-05,2021-01,já cadastrado,True,False
2023-05,Empresa 8051,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8052,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5055,100.0,202304,2023-05,2023-04,já cadastrado,True,False
2023-05,Empresa 2814,5.0,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 8055,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8056,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8057,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8058,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8060,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3099,100.0,201911,2023-05,2019-11,já cadastrado,True,False
2023-05,Empresa 8061,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8062,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 606,100.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 5560,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 7467,5.0,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 8063,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8064,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8065,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 4556,100.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 8066,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8067,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 5678,90.64,202101,2023-05,2021-01,já cadastrado,True,False
2023-05,Empresa 5918,5.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 8068,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8069,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8070,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8071,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8072,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8073,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1103,10.26,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 8074,5.0,202007,2023-05,2020-07,já cadastrado,True,False
2023-05,Empresa 1142,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 62,5.0,202207,2023-05,2022-07,já cadastrado,True,False
2023-05,Empresa 3966,100.0,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 8075,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8076,5.0,201912,2023-05,2019-12,já cadastrado,True,False
2023-05,Empresa 8077,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6977,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 5193,100.0,202210,2023-05,2022-10,já cadastrado,True,False
2023-05,Empresa 8078,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2210,5.0,202206,2023-05,2022-06,já cadastrado,True,False
2023-05,Empresa 2212,5.0,202005,2023-05,2020-05,já cadastrado,True,False
2023-05,Empresa 3899,100.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 8079,5.0,202206,2023-05,2022-06,já cadastrado,True,False
2023-05,Empresa 6895,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 8080,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8081,5.0,202305,2023-05,2023-05,já cadastrado,True,False
2023-05,Empresa 4111,5.0,202008,2023-05,2020-08,já cadastrado,True,False
2023-05,Empresa 6744,100.0,202108,2023-05,2021-08,já cadastrado,True,False
2023-05,Empresa 1433,23.85,202102,2023-05,2021-02,já cadastrado,True,False
2023-05,Empresa 8082,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5301,100.0,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 8083,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 647,100.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 1953,94.76,201910,2023-05,2019-10,já cadastrado,True,False
2023-05,Empresa 8084,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8085,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8086,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8087,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2805,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 3392,100.0,201911,2023-05,2019-11,já cadastrado,True,False
2023-05,Empresa 8088,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8089,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3587,5.0,201907,2023-05,2019-07,já cadastrado,True,False
2023-05,Empresa 8090,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8092,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2480,100.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 8093,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5015,5.0,202209,2023-05,2022-09,já cadastrado,True,False
2023-05,Empresa 8095,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3575,95.83,201910,2023-05,2019-10,já cadastrado,True,False
2023-05,Empresa 7166,100.0,202302,2023-05,2023-02,já cadastrado,True,False
2023-05,Empresa 8098,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8099,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8100,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1279,5.0,202302,2023-05,2023-02,já cadastrado,True,False
2023-05,Empresa 3554,100.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 2507,50.0,202210,2023-05,2022-10,já cadastrado,True,False
2023-05,Empresa 2661,100.0,202108,2023-05,2021-08,já cadastrado,True,False
2023-05,Empresa 8103,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8104,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8105,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5414,77.72,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 5803,100.0,202110,2023-05,2021-10,já cadastrado,True,False
2023-05,Empresa 3193,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 3098,100.0,201912,2023-05,2019-12,já cadastrado,True,False
2023-05,Empresa 8106,5.0,201907,2023-05,2019-07,já cadastrado,True,False
2023-05,Empresa 3085,100.0,201911,2023-05,2019-11,já cadastrado,True,False
2023-05,Empresa 8107,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8108,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8109,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 6969,100.0,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 4329,100.0,202112,2023-05,2021-12,já cadastrado,True,False
2023-05,Empresa 4183,100.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 4532,100.0,202110,2023-05,2021-10,já cadastrado,True,False
2023-05,Empresa 8110,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6288,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2903,98.58,202209,2023-05,2022-09,já cadastrado,True,False
2023-05,Empresa 8111,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8112,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2468,99.94,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 8113,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8114,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8115,5.0,202009,2023-05,2020-09,já cadastrado,True,False
2023-05,Empresa 8116,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 8117,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3701,5.0,202009,2023-05,2020-09,já cadastrado,True,False
